id,title,category,source,tags,source_url
hf_Andycurrent_Gemma-3-1B-it-GLM-4.7-Flash-Heretic-Uncensored-Thinking_GGUF,Andycurrent/Gemma-3-1B-it-GLM-4.7-Flash-Heretic-Uncensored-Thinking_GGUF,text-generation,Hugging Face,base_model:google/gemma-3-1b-it|base_model:quantized:google/gemma-3-1b-it|conversational|en|endpoints_compatible|gguf|instruction-tuned|license:gemma|lightweight|reasoning|region:us|text-generation|uncensored,https://huggingface.co/Andycurrent/Gemma-3-1B-it-GLM-4.7-Flash-Heretic-Uncensored-Thinking_GGUF
hf_EleutherAI_pythia-160m,EleutherAI/pythia-160m,text-generation,Hugging Face,arxiv:2101.00027|arxiv:2201.07311|arxiv:2304.01373|causal-lm|dataset:EleutherAI/pile|deploy:azure|en|endpoints_compatible|gpt_neox|license:apache-2.0|pythia|pytorch|region:us|safetensors|text-generation|text-generation-inference|transformers,https://huggingface.co/EleutherAI/pythia-160m
hf_MiniMaxAI_MiniMax-M2.7,MiniMaxAI/MiniMax-M2.7,text-generation,Hugging Face,conversational|custom_code|endpoints_compatible|eval-results|fp8|license:other|minimax_m2|region:us|safetensors|text-generation|transformers,https://huggingface.co/MiniMaxAI/MiniMax-M2.7
hf_Qwen_Qwen2-1.5B-Instruct,Qwen/Qwen2-1.5B-Instruct,text-generation,Hugging Face,chat|conversational|deploy:azure|en|endpoints_compatible|eval-results|license:apache-2.0|qwen2|region:us|safetensors|text-generation|text-generation-inference|transformers,https://huggingface.co/Qwen/Qwen2-1.5B-Instruct
hf_Qwen_Qwen2.5-3B-Instruct,Qwen/Qwen2.5-3B-Instruct,text-generation,Hugging Face,arxiv:2407.10671|base_model:Qwen/Qwen2.5-3B|base_model:finetune:Qwen/Qwen2.5-3B|chat|conversational|deploy:azure|en|endpoints_compatible|license:other|qwen2|region:us|safetensors|text-generation|text-generation-inference|transformers,https://huggingface.co/Qwen/Qwen2.5-3B-Instruct
hf_Qwen_Qwen3-0.6B,Qwen/Qwen3-0.6B,text-generation,Hugging Face,arxiv:2505.09388|base_model:Qwen/Qwen3-0.6B-Base|base_model:finetune:Qwen/Qwen3-0.6B-Base|conversational|deploy:azure|endpoints_compatible|license:apache-2.0|qwen3|region:us|safetensors|text-generation|text-generation-inference|transformers,https://huggingface.co/Qwen/Qwen3-0.6B
hf_Qwen_Qwen3-1.7B,Qwen/Qwen3-1.7B,text-generation,Hugging Face,arxiv:2505.09388|base_model:Qwen/Qwen3-1.7B-Base|base_model:finetune:Qwen/Qwen3-1.7B-Base|conversational|deploy:azure|endpoints_compatible|license:apache-2.0|qwen3|region:us|safetensors|text-generation|text-generation-inference|transformers,https://huggingface.co/Qwen/Qwen3-1.7B
hf_Qwen_Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B,text-generation,Hugging Face,arxiv:2309.00071|arxiv:2505.09388|base_model:Qwen/Qwen3-30B-A3B-Base|base_model:finetune:Qwen/Qwen3-30B-A3B-Base|endpoints_compatible|license:apache-2.0|region:us|safetensors|text-generation|transformers,https://huggingface.co/Qwen/Qwen3-30B-A3B
hf_Qwen_Qwen3-32B,Qwen/Qwen3-32B,text-generation,Hugging Face,arxiv:2309.00071|arxiv:2505.09388|conversational|deploy:azure|endpoints_compatible|eval-results|license:apache-2.0|qwen3|region:us|safetensors|text-generation|text-generation-inference|transformers,https://huggingface.co/Qwen/Qwen3-32B
hf_Qwen_Qwen3-4B,Qwen/Qwen3-4B,text-generation,Hugging Face,arxiv:2309.00071|arxiv:2505.09388|base_model:Qwen/Qwen3-4B-Base|base_model:finetune:Qwen/Qwen3-4B-Base|deploy:azure|endpoints_compatible|license:apache-2.0|region:us|safetensors|text-generation|transformers,https://huggingface.co/Qwen/Qwen3-4B
